,position,r2,rmse
173,"(1, 11, 14)",-0.13509298803920866,0.2553866723046752
174,"(1, 11, 15)",0.5540244839928534,0.16008034705485963
175,"(1, 11, 16)",0.5679557440162433,0.15756023745052414
176,"(1, 12, 1)",-0.0016506752747325049,0.2399057476643356
177,"(1, 12, 2)",0.26137347945675327,0.2060131569802868
178,"(1, 12, 3)",-0.3535516689299163,0.2788816428853958
179,"(1, 12, 4)",-0.16344314349988243,0.25855628025296534
180,"(1, 12, 5)",-0.031928925150986665,0.2435047300994978
181,"(1, 12, 6)",0.4843120172119343,0.1721377073273654
182,"(1, 12, 7)",-0.0031001611191112666,0.24007926837438046
183,"(1, 12, 8)",-0.09357705240123004,0.25067279478737065
184,"(1, 12, 9)",0.4905827454662949,0.17108791523512482
185,"(1, 12, 10)",0.3663523531041152,0.19081232443884202
186,"(1, 12, 11)",-0.016990990591479127,0.24173584975068454
187,"(1, 12, 12)",-0.08030318272436388,0.24914681325586654
188,"(1, 12, 13)",0.4507901353922883,0.17764446215586205
189,"(1, 12, 14)",-0.08012113548624766,0.24912581988986673
190,"(1, 12, 15)",-0.20118750489673798,0.2627168400542198
191,"(1, 12, 16)",-0.32018433662708023,0.27542274141875056
192,"(1, 13, 1)",-0.10250994911639744,0.2516945243305141
193,"(1, 13, 2)",-0.022843012161445353,0.2424303564871328
194,"(1, 13, 3)",-0.2974681090980007,0.2730428791819788
195,"(1, 13, 4)",-0.046689098952118924,0.24524002933452993
196,"(1, 13, 5)",-0.002166681170312712,0.23996753409557597
197,"(1, 13, 6)",-0.23092213245840254,0.2659486555178702
198,"(1, 13, 7)",-0.08952546212665591,0.2502080054536318
199,"(1, 13, 8)",0.5190786281185399,0.16623388222418375
200,"(1, 13, 9)",0.5104870834006177,0.1677121732978588
201,"(1, 13, 10)",-0.12549892378703653,0.2543050888707472
202,"(1, 13, 11)",-0.07448714578691962,0.24847524129753887
203,"(1, 13, 12)",-0.2339488820337683,0.2662754291340169
204,"(1, 13, 13)",0.45904920851360786,0.17630368474042807
205,"(1, 13, 14)",-0.49887522229207937,0.2934710386090557
206,"(1, 13, 15)",0.5385212937501411,0.16283896826539127
207,"(1, 13, 16)",0.5375437669213047,0.1630113437746306
208,"(1, 14, 1)",-0.0005043817130119255,0.239768433756248
209,"(1, 14, 2)",-0.05250255505509238,0.2459201348225519
210,"(1, 14, 3)",0.5380186466480346,0.1629276270251891
211,"(1, 14, 4)",-0.4296242423764818,0.28661140020935283
212,"(1, 14, 5)",-0.3884593357777757,0.2824548857537579
213,"(1, 14, 6)",0.5642084257128954,0.1582420583654641
214,"(1, 14, 7)",0.592080665345156,0.15309804823594697
215,"(1, 14, 8)",-0.1499129917379165,0.257048455780542
216,"(1, 14, 9)",0.5625240901817968,0.15854756642965437
217,"(1, 14, 10)",0.5387119528008335,0.16280532648509788
218,"(1, 14, 11)",0.05787728964058603,0.23266777958078094
219,"(1, 14, 12)",-0.11297735796035169,0.25288651615639396
220,"(1, 14, 13)",-0.19117155044520073,0.2616192311464011
221,"(1, 14, 14)",-0.4412812531554873,0.28777752802790335
222,"(1, 14, 15)",-0.271480299601496,0.2702945734100547
223,"(1, 14, 16)",0.3872386982281525,0.1876411880049046
224,"(1, 15, 1)",-0.16962209496087977,0.25924195670349615
